posts,annotations
masakit ang lalamunan sakit sa dibdib mataas na lagnat hirap sa paghinga,"AURI, TB, PN, COVID"
ubo pagtatae sakit sa dibdib ubo,"AURI, TB, PN, COVID"
sipon pagtatae mataas na lagnat hirap sa paghinga,"AURI, TB, PN, COVID"
sipon sakit sa dibdib mataas na lagnat pulmonya,"AURI, TB, PN, COVID"
sipon ubo na may dugo mataas na lagnat hirap sa paghinga,"AURI, TB, PN, COVID"
masakit ang lalamunan pagtatae hirap sa paghinga hirap sa paghinga,"AURI, TB, PN, COVID"
sipon pagtatae mataas na lagnat ubo,"AURI, TB, PN, COVID"
ubo pagtatae hirap sa paghinga hirap sa paghinga,"AURI, TB, PN, COVID"
ubo ubo na may dugo mataas na lagnat ubo,"AURI, TB, PN, COVID"
sipon sakit sa dibdib mataas na lagnat hirap sa paghinga,"AURI, TB, PN, COVID"
sipon pagtatae sakit sa dibdib pulmonya,"AURI, TB, PN, COVID"
ubo ubo na may dugo mataas na lagnat pulmonya,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib mataas na lagnat ubo,"AURI, TB, PN, COVID"
masakit ang lalamunan pagtatae sakit sa dibdib hirap sa paghinga,"AURI, TB, PN, COVID"
masakit ang lalamunan ubo na may dugo sakit sa dibdib ubo,"AURI, TB, PN, COVID"
ubo sakit sa dibdib hirap sa paghinga pulmonya,"AURI, TB, PN, COVID"
masakit ang lalamunan ubo na may dugo mataas na lagnat hirap sa paghinga,"AURI, TB, PN, COVID"
ubo sakit sa dibdib sakit sa dibdib pulmonya,"AURI, TB, PN, COVID"
sipon sakit sa dibdib mataas na lagnat ubo,"AURI, TB, PN, COVID"
ubo ubo na may dugo mataas na lagnat hirap sa paghinga,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga pulmonya,"AURI, TB, PN, COVID"
sipon pagtatae hirap sa paghinga ubo,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib sakit sa dibdib ubo,"AURI, TB, PN, COVID"
sipon sakit sa dibdib sakit sa dibdib pulmonya,"AURI, TB, PN, COVID"
sipon ubo na may dugo mataas na lagnat pulmonya,"AURI, TB, PN, COVID"
sipon ubo na may dugo hirap sa paghinga hirap sa paghinga,"AURI, TB, PN, COVID"
sipon pagtatae sakit sa dibdib ubo,"AURI, TB, PN, COVID"
sipon ubo na may dugo mataas na lagnat ubo,"AURI, TB, PN, COVID"
ubo ubo na may dugo sakit sa dibdib ubo,"AURI, TB, PN, COVID"
ubo pagtatae hirap sa paghinga pulmonya,"AURI, TB, PN, COVID"
ubo pagtatae sakit sa dibdib hirap sa paghinga,"AURI, TB, PN, COVID"
ubo sakit sa dibdib sakit sa dibdib hirap sa paghinga,"AURI, TB, PN, COVID"
sipon ubo na may dugo sakit sa dibdib ubo,"AURI, TB, PN, COVID"
ubo pagtatae sakit sa dibdib pulmonya,"AURI, TB, PN, COVID"
masakit ang lalamunan pagtatae mataas na lagnat hirap sa paghinga,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib mataas na lagnat pulmonya,"AURI, TB, PN, COVID"
ubo pagtatae hirap sa paghinga hirap sa paghinga,"AURI, TB, PN, COVID"
sipon ubo na may dugo sakit sa dibdib pulmonya,"AURI, TB, PN, COVID"
masakit ang lalamunan ubo na may dugo sakit sa dibdib ubo,"AURI, TB, PN, COVID"
ubo sakit sa dibdib hirap sa paghinga pulmonya,"AURI, TB, PN, COVID"
sipon sakit sa dibdib mataas na lagnat ubo,"AURI, TB, PN, COVID"
sipon sakit sa dibdib sakit sa dibdib hirap sa paghinga,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib sakit sa dibdib ubo,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga hirap sa paghinga,"AURI, TB, PN, COVID"
sipon pagtatae sakit sa dibdib ubo,"AURI, TB, PN, COVID"
ubo pagtatae sakit sa dibdib ubo,"AURI, TB, PN, COVID"
masakit ang lalamunan ubo na may dugo mataas na lagnat ubo,"AURI, TB, PN, COVID"
ubo ubo na may dugo hirap sa paghinga ubo,"AURI, TB, PN, COVID"
ubo ubo na may dugo sakit sa dibdib ubo,"AURI, TB, PN, COVID"
ubo pagtatae hirap sa paghinga pulmonya,"AURI, TB, PN, COVID"
ubo pagtatae mataas na lagnat ubo,"AURI, TB, PN, COVID"
ubo pagtatae hirap sa paghinga hirap sa paghinga,"AURI, TB, PN, COVID"
ubo ubo na may dugo sakit sa dibdib hirap sa paghinga,"AURI, TB, PN, COVID"
sipon pagtatae sakit sa dibdib pulmonya,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib mataas na lagnat ubo,"AURI, TB, PN, COVID"
sipon pagtatae mataas na lagnat pulmonya,"AURI, TB, PN, COVID"
ubo sakit sa dibdib hirap sa paghinga pulmonya,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga ubo,"AURI, TB, PN, COVID"
ubo ubo na may dugo hirap sa paghinga hirap sa paghinga,"AURI, TB, PN, COVID"
ubo ubo na may dugo mataas na lagnat hirap sa paghinga,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib sakit sa dibdib pulmonya,"AURI, TB, PN, COVID"
masakit ang lalamunan pagtatae sakit sa dibdib ubo,"AURI, TB, PN, COVID"
masakit ang lalamunan sakit sa dibdib sakit sa dibdib ubo,"AURI, TB, PN, COVID"
masakit ang lalamunan ubo na may dugo mataas na lagnat pulmonya,"AURI, TB, PN, COVID"
sipon pagtatae sakit sa dibdib hirap sa paghinga,"AURI, TB, PN, COVID"
ubo pagtatae sakit sa dibdib ubo,"AURI, TB, PN, COVID"
ubo ubo na may dugo hirap sa paghinga pulmonya,"AURI, TB, PN, COVID"
ubo sakit sa dibdib hirap sa paghinga ubo,"AURI, TB, PN, COVID"
ubo ubo na may dugo hirap sa paghinga ubo,"AURI, TB, PN, COVID"
sipon sakit sa dibdib sakit sa dibdib ubo,"AURI, TB, PN, COVID"
ubo pagtatae mataas na lagnat ubo,"AURI, TB, PN, COVID"
sipon sakit sa dibdib mataas na lagnat pulmonya,"AURI, TB, PN, COVID"
ubo,COVID
ubo,COVID
hirap sa paghinga,COVID
hirap sa paghinga,COVID
hirap sa paghinga,COVID
hirap sa paghinga,COVID
pulmonya,COVID
ubo,COVID
ubo,COVID
pulmonya,COVID
hirap sa paghinga,COVID
pulmonya,COVID
pulmonya,COVID
hirap sa paghinga,COVID
hirap sa paghinga,COVID
hirap sa paghinga,COVID
ubo,COVID
hirap sa paghinga,COVID
pulmonya,COVID
pulmonya,COVID
hirap sa paghinga,COVID
ubo,COVID
ubo,COVID
ubo,COVID
ubo,COVID
pulmonya,COVID
ubo,COVID
pulmonya,COVID
pulmonya,COVID
hirap sa paghinga,COVID
ubo,COVID
ubo,COVID
ubo,COVID
ubo,COVID
pulmonya,COVID
ubo,COVID
hirap sa paghinga,COVID
ubo,COVID
hirap sa paghinga,COVID
ubo,COVID
pulmonya,COVID
ubo,COVID
ubo,COVID
ubo,COVID
pulmonya,COVID
pulmonya,COVID
hirap sa paghinga,COVID
ubo,COVID
ubo,COVID
pulmonya,COVID
pulmonya,COVID
hirap sa paghinga,COVID
hirap sa paghinga,COVID
pulmonya,COVID
ubo,COVID
hirap sa paghinga,COVID
pulmonya,COVID
ubo,COVID
hirap sa paghinga,COVID
pulmonya,COVID
ubo,COVID
hirap sa paghinga,COVID
pulmonya,COVID
ubo,COVID
hirap sa paghinga,COVID
pulmonya,COVID
ubo,COVID
pulmonya sipon,"COVID, AURI"
hirap sa paghinga masakit ang lalamunan,"COVID, AURI"
pulmonya masakit ang lalamunan,"COVID, AURI"
hirap sa paghinga masakit ang lalamunan,"COVID, AURI"
ubo masakit ang lalamunan,"COVID, AURI"
pulmonya ubo,"COVID, AURI"
hirap sa paghinga ubo,"COVID, AURI"
pulmonya sipon,"COVID, AURI"
hirap sa paghinga ubo,"COVID, AURI"
ubo sipon,"COVID, AURI"
pulmonya ubo,"COVID, AURI"
pulmonya sipon,"COVID, AURI"
pulmonya ubo,"COVID, AURI"
hirap sa paghinga sipon,"COVID, AURI"
ubo ubo,"COVID, AURI"
pulmonya sipon,"COVID, AURI"
ubo masakit ang lalamunan,"COVID, AURI"
hirap sa paghinga masakit ang lalamunan,"COVID, AURI"
pulmonya masakit ang lalamunan,"COVID, AURI"
hirap sa paghinga sipon,"COVID, AURI"
ubo sipon,"COVID, AURI"
pulmonya ubo,"COVID, AURI"
hirap sa paghinga ubo,"COVID, AURI"
ubo ubo,"COVID, AURI"
pulmonya sipon,"COVID, AURI"
ubo masakit ang lalamunan,"COVID, AURI"
hirap sa paghinga masakit ang lalamunan,"COVID, AURI"
pulmonya masakit ang lalamunan,"COVID, AURI"
hirap sa paghinga sipon,"COVID, AURI"
ubo sipon,"COVID, AURI"
pulmonya ubo,"COVID, AURI"
hirap sa paghinga ubo,"COVID, AURI"
ubo ubo,"COVID, AURI"
pulmonya sipon,"COVID, AURI"
ubo masakit ang lalamunan,"COVID, AURI"
hirap sa paghinga masakit ang lalamunan,"COVID, AURI"
pulmonya masakit ang lalamunan,"COVID, AURI"
hirap sa paghinga sipon,"COVID, AURI"
ubo sipon,"COVID, AURI"
pulmonya ubo,"COVID, AURI"
hirap sa paghinga ubo,"COVID, AURI"
ubo ubo,"COVID, AURI"
pulmonya sipon,"COVID, AURI"
ubo masakit ang lalamunan,"COVID, AURI"
hirap sa paghinga masakit ang lalamunan,"COVID, AURI"
pulmonya masakit ang lalamunan,"COVID, AURI"
hirap sa paghinga sipon,"COVID, AURI"
ubo sipon,"COVID, AURI"
pulmonya ubo,"COVID, AURI"
hirap sa paghinga ubo,"COVID, AURI"
hirap sa paghinga sipon sakit sa dibdib,"COVID, AURI, PN"
ubo sipon mataas na lagnat,"COVID, AURI, PN"
pulmonya sipon sakit sa dibdib,"COVID, AURI, PN"
ubo masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
hirap sa paghinga sipon mataas na lagnat,"COVID, AURI, PN"
pulmonya sipon mataas na lagnat,"COVID, AURI, PN"
ubo sipon hirap sa paghinga,"COVID, AURI, PN"
pulmonya masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
pulmonya masakit ang lalamunan hirap sa paghinga,"COVID, AURI, PN"
pulmonya sipon sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
pulmonya ubo sakit sa dibdib,"COVID, AURI, PN"
ubo sipon mataas na lagnat,"COVID, AURI, PN"
ubo masakit ang lalamunan hirap sa paghinga,"COVID, AURI, PN"
ubo masakit ang lalamunan sakit sa dibdib,"COVID, AURI, PN"
ubo ubo hirap sa paghinga,"COVID, AURI, PN"
pulmonya masakit ang lalamunan sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga sipon hirap sa paghinga,"COVID, AURI, PN"
ubo ubo sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga ubo mataas na lagnat,"COVID, AURI, PN"
hirap sa paghinga ubo sakit sa dibdib,"COVID, AURI, PN"
ubo masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
ubo sipon sakit sa dibdib,"COVID, AURI, PN"
ubo sipon hirap sa paghinga,"COVID, AURI, PN"
pulmonya masakit ang lalamunan hirap sa paghinga,"COVID, AURI, PN"
hirap sa paghinga masakit ang lalamunan hirap sa paghinga,"COVID, AURI, PN"
pulmonya sipon sakit sa dibdib,"COVID, AURI, PN"
pulmonya ubo sakit sa dibdib,"COVID, AURI, PN"
ubo sipon mataas na lagnat,"COVID, AURI, PN"
ubo masakit ang lalamunan hirap sa paghinga,"COVID, AURI, PN"
ubo masakit ang lalamunan sakit sa dibdib,"COVID, AURI, PN"
pulmonya sipon hirap sa paghinga,"COVID, AURI, PN"
pulmonya ubo hirap sa paghinga,"COVID, AURI, PN"
pulmonya masakit ang lalamunan sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga sipon hirap sa paghinga,"COVID, AURI, PN"
ubo ubo sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga sipon sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga ubo sakit sa dibdib,"COVID, AURI, PN"
ubo ubo mataas na lagnat,"COVID, AURI, PN"
hirap sa paghinga sipon mataas na lagnat,"COVID, AURI, PN"
hirap sa paghinga ubo hirap sa paghinga,"COVID, AURI, PN"
ubo masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
ubo sipon sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga masakit ang lalamunan sakit sa dibdib,"COVID, AURI, PN"
ubo sipon hirap sa paghinga,"COVID, AURI, PN"
pulmonya masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
hirap sa paghinga masakit ang lalamunan hirap sa paghinga,"COVID, AURI, PN"
hirap sa paghinga masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
pulmonya ubo mataas na lagnat,"COVID, AURI, PN"
ubo sipon mataas na lagnat,"COVID, AURI, PN"
pulmonya sipon hirap sa paghinga,"COVID, AURI, PN"
ubo ubo hirap sa paghinga,"COVID, AURI, PN"
pulmonya masakit ang lalamunan sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga sipon hirap sa paghinga,"COVID, AURI, PN"
ubo ubo sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga ubo sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga ubo hirap sa paghinga,"COVID, AURI, PN"
ubo masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
ubo sipon sakit sa dibdib,"COVID, AURI, PN"
pulmonya sipon mataas na lagnat,"COVID, AURI, PN"
ubo sipon hirap sa paghinga,"COVID, AURI, PN"
pulmonya masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
hirap sa paghinga masakit ang lalamunan hirap sa paghinga,"COVID, AURI, PN"
pulmonya sipon sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga masakit ang lalamunan mataas na lagnat,"COVID, AURI, PN"
ubo sipon mataas na lagnat,"COVID, AURI, PN"
pulmonya masakit ang lalamunan sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga sipon hirap sa paghinga,"COVID, AURI, PN"
hirap sa paghinga ubo mataas na lagnat,"COVID, AURI, PN"
hirap sa paghinga sipon sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga ubo sakit sa dibdib,"COVID, AURI, PN"
ubo ubo mataas na lagnat,"COVID, AURI, PN"
hirap sa paghinga sipon mataas na lagnat,"COVID, AURI, PN"
ubo sipon sakit sa dibdib,"COVID, AURI, PN"
hirap sa paghinga masakit ang lalamunan sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya ubo hirap sa paghinga pagtatae,"COVID, AURI, PN, TB"
ubo sipon sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
ubo sipon sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya sipon hirap sa paghinga pagtatae,"COVID, AURI, PN, TB"
pulmonya ubo sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
ubo ubo sakit sa dibdib pagtatae,"COVID, AURI, PN, TB"
ubo sipon mataas na lagnat pagtatae,"COVID, AURI, PN, TB"
pulmonya sipon sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
ubo sipon sakit sa dibdib pagtatae,"COVID, AURI, PN, TB"
pulmonya ubo hirap sa paghinga pagtatae,"COVID, AURI, PN, TB"
hirap sa paghinga ubo hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
ubo sipon mataas na lagnat sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya ubo hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
hirap sa paghinga sipon sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya masakit ang lalamunan sakit sa dibdib pagtatae,"COVID, AURI, PN, TB"
ubo masakit ang lalamunan sakit sa dibdib pagtatae,"COVID, AURI, PN, TB"
pulmonya ubo mataas na lagnat sakit sa dibdib,"COVID, AURI, PN, TB"
ubo ubo sakit sa dibdib pagtatae,"COVID, AURI, PN, TB"
hirap sa paghinga masakit ang lalamunan mataas na lagnat ubo na may dugo,"COVID, AURI, PN, TB"
hirap sa paghinga sipon hirap sa paghinga ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya masakit ang lalamunan hirap sa paghinga ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya sipon mataas na lagnat sakit sa dibdib,"COVID, AURI, PN, TB"
hirap sa paghinga ubo mataas na lagnat ubo na may dugo,"COVID, AURI, PN, TB"
ubo sipon sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
hirap sa paghinga masakit ang lalamunan hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya sipon mataas na lagnat ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya sipon hirap sa paghinga ubo na may dugo,"COVID, AURI, PN, TB"
ubo masakit ang lalamunan hirap sa paghinga pagtatae,"COVID, AURI, PN, TB"
pulmonya masakit ang lalamunan hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
hirap sa paghinga ubo hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
ubo ubo hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
ubo masakit ang lalamunan hirap sa paghinga ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya ubo sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya ubo hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
ubo sipon sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
ubo masakit ang lalamunan sakit sa dibdib pagtatae,"COVID, AURI, PN, TB"
pulmonya masakit ang lalamunan hirap sa paghinga ubo na may dugo,"COVID, AURI, PN, TB"
hirap sa paghinga masakit ang lalamunan sakit sa dibdib pagtatae,"COVID, AURI, PN, TB"
hirap sa paghinga sipon hirap sa paghinga pagtatae,"COVID, AURI, PN, TB"
pulmonya ubo sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya sipon sakit sa dibdib pagtatae,"COVID, AURI, PN, TB"
hirap sa paghinga masakit ang lalamunan mataas na lagnat sakit sa dibdib,"COVID, AURI, PN, TB"
ubo masakit ang lalamunan hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya sipon sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya ubo hirap sa paghinga pagtatae,"COVID, AURI, PN, TB"
pulmonya ubo hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya sipon sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
ubo ubo sakit sa dibdib pagtatae,"COVID, AURI, PN, TB"
hirap sa paghinga ubo mataas na lagnat pagtatae,"COVID, AURI, PN, TB"
hirap sa paghinga sipon mataas na lagnat sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya sipon mataas na lagnat sakit sa dibdib,"COVID, AURI, PN, TB"
hirap sa paghinga sipon hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya ubo mataas na lagnat pagtatae,"COVID, AURI, PN, TB"
ubo sipon mataas na lagnat ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya ubo sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
ubo ubo sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
hirap sa paghinga masakit ang lalamunan hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya masakit ang lalamunan hirap sa paghinga pagtatae,"COVID, AURI, PN, TB"
pulmonya sipon mataas na lagnat ubo na may dugo,"COVID, AURI, PN, TB"
hirap sa paghinga masakit ang lalamunan mataas na lagnat pagtatae,"COVID, AURI, PN, TB"
pulmonya sipon sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
hirap sa paghinga ubo hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
hirap sa paghinga masakit ang lalamunan sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
ubo masakit ang lalamunan mataas na lagnat sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya ubo sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya ubo hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
hirap sa paghinga sipon sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya ubo hirap sa paghinga ubo na may dugo,"COVID, AURI, PN, TB"
ubo sipon hirap sa paghinga ubo na may dugo,"COVID, AURI, PN, TB"
ubo masakit ang lalamunan mataas na lagnat ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya sipon mataas na lagnat sakit sa dibdib,"COVID, AURI, PN, TB"
hirap sa paghinga ubo mataas na lagnat ubo na may dugo,"COVID, AURI, PN, TB"
hirap sa paghinga sipon hirap sa paghinga sakit sa dibdib,"COVID, AURI, PN, TB"
pulmonya ubo mataas na lagnat pagtatae,"COVID, AURI, PN, TB"
hirap sa paghinga sipon mataas na lagnat ubo na may dugo,"COVID, AURI, PN, TB"
pulmonya masakit ang lalamunan sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
ubo sipon mataas na lagnat ubo na may dugo,"COVID, AURI, PN, TB"
ubo sipon sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
hirap sa paghinga masakit ang lalamunan pagtatae,"COVID, AURI, TB"
ubo ubo ubo na may dugo,"COVID, AURI, TB"
pulmonya sipon sakit sa dibdib,"COVID, AURI, TB"
ubo ubo ubo na may dugo,"COVID, AURI, TB"
pulmonya ubo pagtatae,"COVID, AURI, TB"
hirap sa paghinga masakit ang lalamunan sakit sa dibdib,"COVID, AURI, TB"
ubo masakit ang lalamunan ubo na may dugo,"COVID, AURI, TB"
ubo sipon pagtatae,"COVID, AURI, TB"
pulmonya masakit ang lalamunan ubo na may dugo,"COVID, AURI, TB"
ubo masakit ang lalamunan ubo na may dugo,"COVID, AURI, TB"
pulmonya ubo sakit sa dibdib,"COVID, AURI, TB"
pulmonya ubo pagtatae,"COVID, AURI, TB"
hirap sa paghinga sipon ubo na may dugo,"COVID, AURI, TB"
ubo masakit ang lalamunan sakit sa dibdib,"COVID, AURI, TB"
hirap sa paghinga ubo sakit sa dibdib,"COVID, AURI, TB"
pulmonya masakit ang lalamunan sakit sa dibdib,"COVID, AURI, TB"
ubo ubo sakit sa dibdib,"COVID, AURI, TB"
ubo sipon sakit sa dibdib,"COVID, AURI, TB"
ubo sipon pagtatae,"COVID, AURI, TB"
hirap sa paghinga sipon pagtatae,"COVID, AURI, TB"
ubo sipon ubo na may dugo,"COVID, AURI, TB"
pulmonya sipon sakit sa dibdib,"COVID, AURI, TB"
ubo masakit ang lalamunan pagtatae,"COVID, AURI, TB"
pulmonya masakit ang lalamunan ubo na may dugo,"COVID, AURI, TB"
pulmonya ubo ubo na may dugo,"COVID, AURI, TB"
hirap sa paghinga sipon ubo na may dugo,"COVID, AURI, TB"
hirap sa paghinga ubo sakit sa dibdib,"COVID, AURI, TB"
ubo ubo pagtatae,"COVID, AURI, TB"
pulmonya sipon pagtatae,"COVID, AURI, TB"
ubo sipon sakit sa dibdib,"COVID, AURI, TB"
ubo ubo ubo na may dugo,"COVID, AURI, TB"
hirap sa paghinga masakit ang lalamunan pagtatae,"COVID, AURI, TB"
hirap sa paghinga sipon sakit sa dibdib,"COVID, AURI, TB"
ubo sipon pagtatae,"COVID, AURI, TB"
ubo sipon ubo na may dugo,"COVID, AURI, TB"
pulmonya sipon ubo na may dugo,"COVID, AURI, TB"
hirap sa paghinga masakit ang lalamunan ubo na may dugo,"COVID, AURI, TB"
ubo masakit ang lalamunan pagtatae,"COVID, AURI, TB"
ubo masakit ang lalamunan ubo na may dugo,"COVID, AURI, TB"
hirap sa paghinga ubo pagtatae,"COVID, AURI, TB"
pulmonya ubo sakit sa dibdib,"COVID, AURI, TB"
pulmonya ubo ubo na may dugo,"COVID, AURI, TB"
ubo masakit ang lalamunan sakit sa dibdib,"COVID, AURI, TB"
hirap sa paghinga ubo sakit sa dibdib,"COVID, AURI, TB"
pulmonya masakit ang lalamunan sakit sa dibdib,"COVID, AURI, TB"
ubo ubo sakit sa dibdib,"COVID, AURI, TB"
pulmonya sipon pagtatae,"COVID, AURI, TB"
hirap sa paghinga masakit ang lalamunan pagtatae,"COVID, AURI, TB"
hirap sa paghinga masakit ang lalamunan sakit sa dibdib,"COVID, AURI, TB"
ubo sipon pagtatae,"COVID, AURI, TB"
hirap sa paghinga sipon pagtatae,"COVID, AURI, TB"
hirap sa paghinga ubo ubo na may dugo,"COVID, AURI, TB"
pulmonya sipon ubo na may dugo,"COVID, AURI, TB"
ubo masakit ang lalamunan pagtatae,"COVID, AURI, TB"
pulmonya masakit ang lalamunan ubo na may dugo,"COVID, AURI, TB"
hirap sa paghinga ubo pagtatae,"COVID, AURI, TB"
pulmonya ubo sakit sa dibdib,"COVID, AURI, TB"
pulmonya ubo ubo na may dugo,"COVID, AURI, TB"
pulmonya ubo pagtatae,"COVID, AURI, TB"
hirap sa paghinga sipon ubo na may dugo,"COVID, AURI, TB"
ubo masakit ang lalamunan sakit sa dibdib,"COVID, AURI, TB"
ubo ubo sakit sa dibdib,"COVID, AURI, TB"
ubo ubo pagtatae,"COVID, AURI, TB"
ubo sipon sakit sa dibdib,"COVID, AURI, TB"
ubo ubo ubo na may dugo,"COVID, AURI, TB"
hirap sa paghinga masakit ang lalamunan pagtatae,"COVID, AURI, TB"
hirap sa paghinga masakit ang lalamunan sakit sa dibdib,"COVID, AURI, TB"
hirap sa paghinga ubo ubo na may dugo,"COVID, AURI, TB"
hirap sa paghinga masakit ang lalamunan ubo na may dugo,"COVID, AURI, TB"
ubo masakit ang lalamunan pagtatae mataas na lagnat,"COVID, AURI, TB, PN"
ubo ubo sakit sa dibdib hirap sa paghinga,"COVID, AURI, TB, PN"
hirap sa paghinga ubo pagtatae hirap sa paghinga,"COVID, AURI, TB, PN"
ubo masakit ang lalamunan pagtatae hirap sa paghinga,"COVID, AURI, TB, PN"
pulmonya sipon pagtatae hirap sa paghinga,"COVID, AURI, TB, PN"
pulmonya masakit ang lalamunan pagtatae mataas na lagnat,"COVID, AURI, TB, PN"
